state_sigla,city,localizador,latitud,longitud
PE,fazenda nova,"fazenda nova PE, Brazil",-8.15145755,-36.22087995442909
PE,sao domingos,"sao domingos PE, Brazil",-8.01658205,-36.20603954721368
PE,jatauba,"jatauba PE, Brazil",-7.9860545,-36.4980118
PE,santa cruz do capibaribe,"santa cruz do capibaribe PE, Brazil",-7.948019,-36.206092
PE,pesqueira,"pesqueira PE, Brazil",-8.3574471,-36.6968238
PE,pocao,"pocao PE, Brazil",-8.186709,-36.7023901
PE,sanharo,"sanharo PE, Brazil",-8.3628776,-36.5573186
PE,alagoinha,"alagoinha PE, Brazil",-8.50355635,-36.77702243002451
PE,perpétuo socorro,"perpétuo socorro PE, Brazil",-8.51251615,-36.70987177153685
PE,venturosa,"venturosa PE, Brazil",-8.5765199,-36.876569
PE,pedra,"pedra PE, Brazil",-8.4995589,-36.944377
PE,garanhuns,"garanhuns PE, Brazil",-8.8905889,-36.4930896
PE,sao pedro,"sao pedro PE, Brazil",-8.8290372,-36.52082564797354
PE,terezinha,"terezinha PE, Brazil",-9.0560369,-36.623375
PE,palmeirina,"palmeirina PE, Brazil",-9.0030969,-36.3254036
PE,correntes,"correntes PE, Brazil",-9.1295585,-36.3287438
PE,lagoa do ouro,"lagoa do ouro PE, Brazil",-9.1247761,-36.4592567
PE,brejao,"brejao PE, Brazil",-9.029146,-36.566034
PE,bom conselho,"bom conselho PE, Brazil",-9.169191,-36.685683
PE,rainha isabel,"rainha isabel PE, Brazil",-9.28778795,-36.62470299223331
PE,aguas belas,"aguas belas PE, Brazil",-9.1113156,-37.1225218
PE,iati,"iati PE, Brazil",-9.0426669,-36.8466803
PE,saloa,"saloa PE, Brazil",-8.974964,-36.6892298
PE,paranatama,"paranatama PE, Brazil",-8.9198099,-36.6573512
PE,caetes,"caetes PE, Brazil",-8.7728788,-36.6255835
PE,capoeiras,"capoeiras PE, Brazil",-8.7386788,-36.6268109
PE,sao bento do una,"sao bento do una PE, Brazil",-8.5207092,-36.4445546
PE,calcado,"calcado PE, Brazil",-8.7413446,-36.3351787
PE,cachoeirinha,"cachoeirinha PE, Brazil",-8.4906364,-36.2338963
PE,lajedo,"lajedo PE, Brazil",-8.657914,-36.329336
PE,ibirajuba,"ibirajuba PE, Brazil",-8.5795521,-36.178045
PE,jupi,"jupi PE, Brazil",-8.7114677,-36.417448
PE,jucati,"jucati PE, Brazil",-8.7065829,-36.4870496
PE,catende,"catende PE, Brazil",-8.6900588,-35.748470825
PE,laje grande,"laje grande PE, Brazil",-8.6175675,-35.75866257706079
PE,maraial,"maraial PE, Brazil",-8.7823791,-35.8113151
PE,jaqueira,"jaqueira PE, Brazil",-8.7276422,-35.7948925
PE,sao benedito do sul,"sao benedito do sul PE, Brazil",-8.8107294,-35.9334035
PE,quipapa,"quipapa PE, Brazil",-8.8269434,-36.011622
PE,canhotinho,"canhotinho PE, Brazil",-8.876519,-36.197935
PE,angelim,"angelim PE, Brazil",-8.8902038,-36.2872987
PE,sao joao,"sao joao PE, Brazil",-8.875762,-36.36532
PE,belem de maria,"belem de maria PE, Brazil",-8.6242497,-35.8388934
PE,batateira,"batateira PE, Brazil",-8.56053895,-35.82595860669118
PE,lagoa dos gatos,"lagoa dos gatos PE, Brazil",-8.6537614,-35.9045124
PE,cupira,"cupira PE, Brazil",-8.610275099999999,-35.95254218377778
PE,panelas,"panelas PE, Brazil",-8.661211,-36.012539
PE,cruzes,"cruzes PE, Brazil",-8.6590088,-36.12385642927809
PE,jurema,"jurema PE, Brazil",-8.7189103,-36.137365
PE,altinho,"altinho PE, Brazil",-8.4904095,-36.0607494
PE,agrestina,"agrestina PE, Brazil",-8.4558021,-35.9442663
PE,escada,"escada PE, Brazil",-8.3623847,-35.2366232
PE,primavera,"primavera PE, Brazil",-8.3308449,-35.3523034
PE,amaraji,"amaraji PE, Brazil",-8.373925,-35.4536527
PE,ribeirao,"ribeirao PE, Brazil",-8.5066761,-35.3747339
PE,cortes,"cortes PE, Brazil",-8.4724921,-35.5431197
PE,gameleira,"gameleira PE, Brazil",-8.579803,-35.384573
PE,joaquim nabuco,"joaquim nabuco PE, Brazil",-8.6233192,-35.5264107
PE,palmares,"palmares PE, Brazil",-8.684226,-35.589032
PE,agua preta,"agua preta PE, Brazil",-8.7079109,-35.5198586
PE,xexeu,"xexeu PE, Brazil",-8.8036743,-35.6244442
PE,barreiros,"barreiros PE, Brazil",-8.8159644,-35.1831905
PE,sao jose da coroa grande,"sao jose da coroa grande PE, Brazil",-8.889375,-35.151461
PE,rio formoso,"rio formoso PE, Brazil",-8.6606291,-35.1550736
PE,tamandare,"tamandare PE, Brazil",-8.7500009,-35.1045787
PE,sirinhaem,"sirinhaem PE, Brazil",-8.591935,-35.1155161
PE,ipojuca,"ipojuca PE, Brazil",-8.3980773,-35.0611068
PE,nossa senhora do o,"nossa senhora do o PE, Brazil",-8.47205915,-35.0103061513458
PE,camela,"camela PE, Brazil",-8.491939850000001,-35.087968521117816
PE,vitoria de santo antao,"vitoria de santo antao PE, Brazil",-8.1209019,-35.2944858
PE,pirituba,"pirituba PE, Brazil",-8.0685,-35.25064761039343
PE,gloria do goita,"gloria do goita PE, Brazil",-7.999959,-35.2866116
PE,pombos,"pombos PE, Brazil",-8.1398585,-35.396437
PE,cha grande,"cha grande PE, Brazil",-8.238271,-35.457148
PE,gravata,"gravata PE, Brazil",-8.1993049,-35.5631137
PE,passira,"passira PE, Brazil",-7.976317,-35.5817327
PE,cumaru,"cumaru PE, Brazil",-8.0065285,-35.6991651
PE,bezerros,"bezerros PE, Brazil",-8.2372132,-35.7558262
PE,camocim de sao felix,"camocim de sao felix PE, Brazil",-8.3616757,-35.7638903
PE,sao joaquim do monte,"sao joaquim do monte PE, Brazil",-8.4323653,-35.8076179
PE,salgadinho,"salgadinho PE, Brazil",-7.9403047,-35.6343745
PE,bonito,"bonito PE, Brazil",-8.4769649,-35.7913297
PE,barra de guabiraba,"barra de guabiraba PE, Brazil",-8.4173522,-35.6626669
PE,saire,"saire PE, Brazil",-8.3277815,-35.7094611
PE,limoeiro,"limoeiro PE, Brazil",-7.872599,-35.440154
PE,feira nova,"feira nova PE, Brazil",-7.9481471,-35.3871681
PE,joao alfredo,"joao alfredo PE, Brazil",-7.8608755,-35.591575
PE,bom jardim,"bom jardim PE, Brazil",-7.7961599,-35.5871025
PE,bizarra,"bizarra PE, Brazil",-7.75035405,-35.53404815656256
PE,machados,"machados PE, Brazil",-7.6876999,-35.5126635
PE,orobo,"orobo PE, Brazil",-7.74562,-35.6019195
PE,surubim,"surubim PE, Brazil",-7.8424353,-35.7539722
PE,casinhas,"casinhas PE, Brazil",-7.744698,-35.7250923
PE,vertente do lerio,"vertente do lerio PE, Brazil",-7.7733359,-35.8498482
PE,santa maria do cambuca,"santa maria do cambuca PE, Brazil",-7.8328155,-35.882795
PE,vertentes,"vertentes PE, Brazil",-7.906103,-35.9894975
PE,frei miguelinho,"frei miguelinho PE, Brazil",-7.9433019,-35.920939
PE,taquaritinga do norte,"taquaritinga do norte PE, Brazil",-7.9027766,-36.0442227
PE,nazare da mata,"nazare da mata PE, Brazil",-7.7452689,-35.2286396
PE,tracunhaem,"tracunhaem PE, Brazil",-7.8027253,-35.238498
PE,carpina,"carpina PE, Brazil",-7.8459105,-35.2538861
PE,lagoa do carro,"lagoa do carro PE, Brazil",-7.843834,-35.310783
PE,paudalho,"paudalho PE, Brazil",-7.90287,-35.171639
PE,cha de alegria,"cha de alegria PE, Brazil",-7.9959409,-35.2134636
PE,lagoa do itaenga,"lagoa do itaenga PE, Brazil",-7.906499999999999,-35.297023761564
PE,buenos aires,"buenos aires PE, Brazil",-7.7218931,-35.326587
PE,vicencia,"vicencia PE, Brazil",-7.6574422,-35.3218464
PE,sao vicente ferrer,"sao vicente ferrer PE, Brazil",-7.589691,-35.480844
PE,siriji,"siriji PE, Brazil",-7.6406198,-35.48309705833333
PE,macaparana,"macaparana PE, Brazil",-7.54122565,-35.449102477927944
PE,timbauba,"timbauba PE, Brazil",-7.5118822,-35.316076
PE,ferreiros,"ferreiros PE, Brazil",-7.449667,-35.2426004
PE,alianca,"alianca PE, Brazil",-7.6026425,-35.2263514
PE,goiana,"goiana PE, Brazil",-7.560603,-34.99591
PE,itambe,"itambe PE, Brazil",-7.4108509,-35.10967
PE,camutanga,"camutanga PE, Brazil",-7.4092965,-35.2738166
PE,condado,"condado PE, Brazil",-7.587868,-35.09994
PE,itaquitinga,"itaquitinga PE, Brazil",-7.6642569,-35.1023615
PE,salgueiro,"salgueiro PE, Brazil",-8.073734,-39.12469
PE,verdejante,"verdejante PE, Brazil",-7.9285675,-38.9685473
PE,cedro,"cedro PE, Brazil",-7.7186318,-39.2363385
PE,serrita,"serrita PE, Brazil",-7.9476953,-39.2957383
PE,moreilandia,"moreilandia PE, Brazil",-7.6298629,-39.5535521
PE,granito,"granito PE, Brazil",-7.7148722,-39.6160362
PE,parnamirim,"parnamirim PE, Brazil",-8.0913471,-39.5778505
PE,oroco,"oroco PE, Brazil",-8.6147294,-39.6036682
PE,cabrobo,"cabrobo PE, Brazil",-8.5083701,-39.3106961
PE,terra nova,"terra nova PE, Brazil",-8.2249522,-39.3844637
PE,ouricuri,"ouricuri PE, Brazil",-7.884432,-40.0833221
PE,santa filomena,"santa filomena PE, Brazil",-8.1605806,-40.613247
PE,santa cruz,"santa cruz PE, Brazil",-8.2392548,-40.3316611
PE,bodoco,"bodoco PE, Brazil",-7.777592,-39.933797
PE,exu,"exu PE, Brazil",-7.515434,-39.722015
PE,trindade,"trindade PE, Brazil",-7.759,-40.26472
PE,ipubi,"ipubi PE, Brazil",-7.6535334,-40.1494078
PE,araripina,"araripina PE, Brazil",-7.5768582,-40.5038509
PE,petrolina,"petrolina PE, Brazil",-9.3817334,-40.4968875
PE,rajada,"rajada PE, Brazil",-8.9288056,-40.73797455906784
PE,dormentes,"dormentes PE, Brazil",-8.441163,-40.766168
PE,afranio,"afranio PE, Brazil",-8.5198919,-41.0070197
PE,santa maria da boa vista,"santa maria da boa vista PE, Brazil",-8.8001615,-39.8271099
PE,lagoa grande,"lagoa grande PE, Brazil",-8.9930649,-40.2716452
PE,floresta,"floresta PE, Brazil",-8.5969798,-38.5742878
PE,carnaubeira da penha,"carnaubeira da penha PE, Brazil",-8.3192809,-38.7435891
PE,itacuruba,"itacuruba PE, Brazil",-8.7267879,-38.6868835
PE,belem de sao francisco,"belem de sao francisco PE, Brazil",-8.62394575,-38.85530060304218
PE,petrolandia,"petrolandia PE, Brazil",-8.9701861,-38.2213655
PE,jatoba,"jatoba PE, Brazil",-9.1832353,-38.2672047
PE,tacaratu,"tacaratu PE, Brazil",-9.1051762,-38.1499125
PE,arcoverde,"arcoverde PE, Brazil",-8.415192,-37.057748
PE,buique,"buique PE, Brazil",-8.6239732,-37.157296
PE,tupanatinga,"tupanatinga PE, Brazil",-8.7542378,-37.3398733
PE,itaiba,"itaiba PE, Brazil",-8.94675,-37.421188
PE,inaja,"inaja PE, Brazil",-8.9011209,-37.8244194
PE,manari,"manari PE, Brazil",-8.9616166,-37.624648
PE,ibimirim,"ibimirim PE, Brazil",-8.5379259,-37.6941375
PE,sertania,"sertania PE, Brazil",-8.068467,-37.268393
PE,custodia,"custodia PE, Brazil",-8.0860251,-37.6400307
PE,betania,"betania PE, Brazil",-8.2742779,-38.0351767
PE,sao jose do egito,"sao jose do egito PE, Brazil",-7.469447,-37.273974
PE,itapetim,"itapetim PE, Brazil",-7.377426,-37.1888025
PE,brejinho,"brejinho PE, Brazil",-7.3491144,-37.2871181
PE,santa terezinha,"santa terezinha PE, Brazil",-7.37696,-37.47875
PE,tuparetama,"tuparetama PE, Brazil",-7.6010116,-37.3114417
PE,tabira,"tabira PE, Brazil",-7.583661,-37.537735
PE,solidao,"solidao PE, Brazil",-7.6008705,-37.6514396
PE,afogados da ingazeira,"afogados da ingazeira PE, Brazil",-7.7481283,-37.6346614
PE,caraiba,"caraiba PE, Brazil",-9.2986773,-40.741938
PE,ibitiranga,"ibitiranga PE, Brazil",-7.772710549999999,-37.71238209066288
PE,quixabá,"quixabá PE, Brazil",-7.7185273,-37.8484398
PE,ingazeira,"ingazeira PE, Brazil",-7.6773108,-37.4598895
PE,iguaraci,"iguaraci PE, Brazil",-7.8352247,-37.5190066
PE,jabitaca,"jabitaca PE, Brazil",-7.83059935,-37.32809669572758
PE,flores,"flores PE, Brazil",-7.862025,-37.9742806
PE,triunfo,"triunfo PE, Brazil",-7.8362959,-38.1042617
PE,santa cruz da baixa verde,"santa cruz da baixa verde PE, Brazil",-7.8185452,-38.1523506
PE,serra talhada,"serra talhada PE, Brazil",-7.9867805,-38.2920294
PE,calumbi,"calumbi PE, Brazil",-7.9396706,-38.1525186
PE,sao jose do belmonte,"sao jose do belmonte PE, Brazil",-7.8641261,-38.7599545
PE,mirandiba,"mirandiba PE, Brazil",-8.1202103,-38.728459
AL,maceió,"maceió AL, Brazil",-9.6476843,-35.7339264
AL,maceia³,"maceia³ AL, Brazil",,
AL,maceio,"maceio AL, Brazil",-9.6476843,-35.7339264
AL,rio largo,"rio largo AL, Brazil",-9.477829,-35.839435
AL,satuba,"satuba AL, Brazil",-9.569113,-35.822697
AL,santa luzia do norte,"santa luzia do norte AL, Brazil",-9.6037,-35.823196
AL,coqueiro seco,"coqueiro seco AL, Brazil",-9.637147,-35.799377
AL,pilar,"pilar AL, Brazil",-9.6016711,-35.9511275
AL,marechal deodoro,"marechal deodoro AL, Brazil",-9.709715,-35.896731
AL,barra de sao miguel,"barra de sao miguel AL, Brazil",-9.8261357,-35.8837777
AL,penedo,"penedo AL, Brazil",-10.2872341,-36.5819262
AL,piacabucu,"piacabucu AL, Brazil",-10.4066897,-36.433654
AL,feliz deserto,"feliz deserto AL, Brazil",-10.292494,-36.3028583
AL,coruripe,"coruripe AL, Brazil",-10.1249963,-36.1760623
AL,poxim,"poxim AL, Brazil",-10.03188665,-36.1475247625
AL,sao miguel dos campos,"sao miguel dos campos AL, Brazil",-9.7831115,-36.0967804
AL,jequia da praia,"jequia da praia AL, Brazil",-10.0092595,-36.0232787
AL,roteiro,"roteiro AL, Brazil",-9.8334935,-35.9777132
AL,campo alegre,"campo alegre AL, Brazil",-26.1941684,-49.2657484
AL,luziapolis,"luziapolis AL, Brazil",-9.8930851,-36.221312561433926
AL,limoeiro de anadia,"limoeiro de anadia AL, Brazil",-9.7389667,-36.5015847
AL,teotonio vilela,"teotonio vilela AL, Brazil",-9.9062736,-36.3571341
AL,junqueiro,"junqueiro AL, Brazil",-9.9201549,-36.474737
AL,sao sebastiao,"sao sebastiao AL, Brazil",-23.8027866,-45.4070527
AL,igreja nova,"igreja nova AL, Brazil",-10.1267244,-36.658151
AL,porto real do colegio,"porto real do colegio AL, Brazil",-10.186833,-36.8357056
AL,arapiraca,"arapiraca AL, Brazil",-9.754866,-36.661471
AL,pau d'arco,"pau d'arco AL, Brazil",-7.8331153,-50.0404438
AL,craibas,"craibas AL, Brazil",-9.6168038,-36.7684669
AL,coite do noia,"coite do noia AL, Brazil",-9.633484,-36.584493
AL,lagoa da canoa,"lagoa da canoa AL, Brazil",-9.8294012,-36.7395617
AL,feira grande,"feira grande AL, Brazil",-9.8944239,-36.6793255
AL,campo grande,"campo grande AL, Brazil",-9.9725,-36.74791447368421
AL,girau do ponciano,"girau do ponciano AL, Brazil",-9.884041,-36.831592
AL,traipu,"traipu AL, Brazil",-9.967583,-37.0015357
AL,sao bras,"sao bras AL, Brazil",-10.1258829,-36.898249
AL,olho d'agua grande,"olho d'agua grande AL, Brazil",-10.056075,-36.8135254
AL,pao de acucar,"pao de acucar AL, Brazil",-9.7496551,-37.4329891
AL,palestina,"palestina AL, Brazil",-20.389344,-49.4320384
AL,batalha,"batalha AL, Brazil",-9.6733809,-37.1265481
AL,jaramataia,"jaramataia AL, Brazil",-9.6597307,-37.0015482
AL,jacare dos homens,"jacare dos homens AL, Brazil",-9.6348723,-37.2055752
AL,monteiropolis,"monteiropolis AL, Brazil",-9.602565,-37.2461716
AL,olho d agua das flores,"olho d agua das flores AL, Brazil",-9.5318374,-37.2939052
AL,sao jose da tapera,"sao jose da tapera AL, Brazil",-9.5584287,-37.3818893
AL,piranhas,"piranhas AL, Brazil",-9.6115579,-37.7616366
AL,olho d'água do casado,"olho d'água do casado AL, Brazil",-9.5020783,-37.8324537
AL,pariconha,"pariconha AL, Brazil",-9.2540147,-38.0039241
AL,delmiro gouveia,"delmiro gouveia AL, Brazil",-9.3841161,-37.997756
AL,agua branca,"agua branca AL, Brazil",-9.2613606,-37.9361053
AL,santana do ipanema,"santana do ipanema AL, Brazil",-9.369989,-37.248018
AL,poco das trincheiras,"poco das trincheiras AL, Brazil",-9.3063206,-37.2855185
AL,senador rui palmeira,"senador rui palmeira AL, Brazil",-9.469865,-37.457606
AL,maravilha,"maravilha AL, Brazil",-9.230449,-37.352419
AL,ouro branco,"ouro branco AL, Brazil",-9.1622698,-37.3582893
AL,canapi,"canapi AL, Brazil",-9.1173572,-37.6011704
AL,carneiros,"carneiros AL, Brazil",-9.4832948,-37.3757121
AL,mata grande,"mata grande AL, Brazil",-9.118243,-37.732298
AL,inhapi,"inhapi AL, Brazil",-9.222095,-37.7480654
AL,olivenca,"olivenca AL, Brazil",-9.5190555,-37.1893316
AL,dois riachos,"dois riachos AL, Brazil",-9.384645,-37.096502
AL,cacimbinhas,"cacimbinhas AL, Brazil",-9.401212,-36.991082
AL,major isidoro,"major isidoro AL, Brazil",-9.4945,-37.036265625
AL,palmeira dos indios,"palmeira dos indios AL, Brazil",-9.4076249,-36.6323616
AL,igaci,"igaci AL, Brazil",-9.537678,-36.637191
AL,estrela de alagoas,"estrela de alagoas AL, Brazil",-9.3888972,-36.7616833
AL,belem,"belem AL, Brazil",-1.45056,-48.4682453
AL,tanque d'arca,"tanque d'arca AL, Brazil",-9.5348175,-36.431458
AL,taquarana,"taquarana AL, Brazil",-9.64529,-36.492844
AL,anadia,"anadia AL, Brazil",-9.6830208,-36.3052699
AL,maribondo,"maribondo AL, Brazil",-9.5808649,-36.3040574
AL,boca da mata,"boca da mata AL, Brazil",-9.6452054,-36.2116658
AL,atalaia,"atalaia AL, Brazil",-23.1513833,-52.0529697
AL,vicosa,"vicosa AL, Brazil",-9.3728032,-36.2432636
AL,pindoba,"pindoba AL, Brazil",-9.473822,-36.291829
AL,mar vermelho,"mar vermelho AL, Brazil",-9.447393,-36.388076
AL,paulo jacinto,"paulo jacinto AL, Brazil",-9.367918,-36.367241
AL,quebrangulo,"quebrangulo AL, Brazil",-9.3217611,-36.4735837
AL,cha preta,"cha preta AL, Brazil",-9.255605,-36.298334
AL,cajueiro,"cajueiro AL, Brazil",-9.399589,-36.1524309
AL,capela,"capela AL, Brazil",-9.415041,-36.082583
AL,uniao dos palmares,"uniao dos palmares AL, Brazil",-9.1576807,-36.0342251
AL,murici,"murici AL, Brazil",-9.306823,-35.942798
AL,branquinha,"branquinha AL, Brazil",-9.2478057,-36.0152009
AL,santana do mundau,"santana do mundau AL, Brazil",-9.171413,-36.217608
AL,sao jose da laje,"sao jose da laje AL, Brazil",-9.0093044,-36.056732
AL,ibateguara,"ibateguara AL, Brazil",-8.9737196,-35.9279963
AL,porto calvo,"porto calvo AL, Brazil",-9.051948,-35.398653
AL,matriz de camaragibe,"matriz de camaragibe AL, Brazil",-9.154373,-35.524302
AL,sao luis do quitunde,"sao luis do quitunde AL, Brazil",-9.3181755,-35.5605097
AL,barra de  santo antônio,"barra de  santo antônio AL, Brazil",-9.4038098,-35.5117693
AL,passo de camaragibe,"passo de camaragibe AL, Brazil",-9.2367833,-35.4901015
AL,paripueira,"paripueira AL, Brazil",-9.463133,-35.551977
AL,sao miguel dos milagres,"sao miguel dos milagres AL, Brazil",-9.267217,-35.376312
AL,porto de pedras,"porto de pedras AL, Brazil",-9.160065,-35.304914
AL,japaratinga,"japaratinga AL, Brazil",-9.087464,-35.263403
AL,maragogi,"maragogi AL, Brazil",-9.0118278,-35.222512
AL,jacuipe,"jacuipe AL, Brazil",-8.83951,-35.459074
AL,jundia,"jundia AL, Brazil",-8.944022,-35.5546827
AL,campestre,"campestre AL, Brazil",-8.8481634,-35.5660033
AL,novo lino,"novo lino AL, Brazil",-8.941905,-35.664001
AL,colonia leopoldina,"colonia leopoldina AL, Brazil",-8.9144649,-35.7220255
AL,joaquim gomes,"joaquim gomes AL, Brazil",-9.1372894,-35.7518862
AL,messias,"messias AL, Brazil",-9.393843,-35.839182
AL,flexeiras,"flexeiras AL, Brazil",-9.2788679,-35.7235246
PB,joao pessoa,"joao pessoa PB, Brazil",-7.1215981,-34.882028
PB,cabedelo,"cabedelo PB, Brazil",-6.97324,-34.8351609
PB,campina grande,"campina grande PB, Brazil",-7.2246743,-35.8771292
PB,puxinana,"puxinana PB, Brazil",-7.1475216,-35.9613355
PB,lagoa seca,"lagoa seca PB, Brazil",-7.157099,-35.8542023
PB,sao sebastiao de lagoa de roca,"sao sebastiao de lagoa de roca PB, Brazil",-7.1051675,-35.867966
PB,massaranduba,"massaranduba PB, Brazil",-7.1812758,-35.7330712
PB,boa vista,"boa vista PB, Brazil",-7.2620711,-36.2415161
PB,alagoa nova,"alagoa nova PB, Brazil",-7.0653703,-35.76695977336711
PB,matinhas,"matinhas PB, Brazil",-7.1219554,-35.7713426
PB,esperanca,"esperanca PB, Brazil",-7.018517,-35.852193
PB,areial,"areial PB, Brazil",-7.0501306,-35.9245244
PB,montadas,"montadas PB, Brazil",-7.088656,-35.9577367
PB,pocinhos,"pocinhos PB, Brazil",-7.076073,-36.0604474
PB,soledade,"soledade PB, Brazil",-7.058292,-36.366791
PB,cubati,"cubati PB, Brazil",-6.8647974,-36.3525993
PB,barra de santa rosa,"barra de santa rosa PB, Brazil",-6.7218007,-36.0564638
PB,damiao,"damiao PB, Brazil",-6.64317595,-35.933835193092264
PB,cuite,"cuite PB, Brazil",-6.4855072,-36.1478606
PB,sossego,"sossego PB, Brazil",-6.767694,-36.2455081
PB,nova floresta,"nova floresta PB, Brazil",-6.4554313,-36.2040005
PB,pedra lavrada,"pedra lavrada PB, Brazil",-6.7562744,-36.4673179
PB,nova palmeira,"nova palmeira PB, Brazil",-6.6795042,-36.4187275
PB,picui,"picui PB, Brazil",-6.5106721,-36.3492736
PB,barauna,"barauna PB, Brazil",-6.643394,-36.2531932
PB,frei martinho,"frei martinho PB, Brazil",-6.4033643,-36.4535139
PB,guarabira,"guarabira PB, Brazil",-6.8513982,-35.4915582
PB,cuitegi,"cuitegi PB, Brazil",-6.8962776,-35.5228851
PB,piloezinhos,"piloezinhos PB, Brazil",-6.8427437,-35.5308348
PB,pirpirituba,"pirpirituba PB, Brazil",-6.7809356,-35.4967135
PB,bananeiras,"bananeiras PB, Brazil",-6.7537682,-35.6338343
PB,solanea,"solanea PB, Brazil",-6.7540351,-35.6621943
PB,dona ines,"dona ines PB, Brazil",-6.6032239,-35.627146
PB,cacimba de dentro,"cacimba de dentro PB, Brazil",-6.6425101,-35.7929304
PB,araruna,"araruna PB, Brazil",-6.5321155,-35.7397595
PB,casserengue,"casserengue PB, Brazil",-6.779538,-35.817875
PB,lagoa de dentro,"lagoa de dentro PB, Brazil",-6.6806695000000005,-35.36381400452393
PB,caicara,"caicara PB, Brazil",-6.6146866,-35.4681434
PB,logradouro,"logradouro PB, Brazil",-6.6147883,-35.4431686
PB,belem,"belem PB, Brazil",-6.6967586,-35.5369626
PB,serra da raiz,"serra da raiz PB, Brazil",-6.6874334,-35.4420668
PB,duas estradas,"duas estradas PB, Brazil",-6.6883382,-35.4175255
PB,sertaozinho,"sertaozinho PB, Brazil",-6.7523657,-35.4407316
PB,aracagi,"aracagi PB, Brazil",-6.8519969,-35.3835602
PB,pedro regis,"pedro regis PB, Brazil",-6.6399063,-35.2865202
PB,itapororoca,"itapororoca PB, Brazil",-6.8283007,-35.244782
PB,jacarau,"jacarau PB, Brazil",-6.6123046,-35.2919016
PB,mamanguape,"mamanguape PB, Brazil",-6.833698,-35.121316
PB,pitanga de estrada,"pitanga de estrada PB, Brazil",,
PB,capim,"capim PB, Brazil",-6.9174091,-35.1720326
PB,cuite de mamanguape,"cuite de mamanguape PB, Brazil",-6.912922,-35.250219
PB,curral de cima,"curral de cima PB, Brazil",-6.7174163,-35.266704
PB,mataraca,"mataraca PB, Brazil",-6.59673,-35.05308
PB,rio tinto,"rio tinto PB, Brazil",-6.803828,-35.077569
PB,santa rita,"santa rita PB, Brazil",-7.128465,-34.9846186
PB,bayeux,"bayeux PB, Brazil",-7.1301631,-34.936532
PB,lucena,"lucena PB, Brazil",-6.8984018,-34.8711915
PB,alhandra,"alhandra PB, Brazil",-7.4304246,-34.9106103
PB,conde,"conde PB, Brazil",-7.2600359,-34.9053524
PB,pitimbu,"pitimbu PB, Brazil",-7.4728063,-34.811233
PB,caapora,"caapora PB, Brazil",-7.510234,-34.9154114
PB,pedras de fogo,"pedras de fogo PB, Brazil",-7.3988977,-35.112176
PB,juripiranga,"juripiranga PB, Brazil",-7.3743307,-35.2396
PB,sao miguel de taipu,"sao miguel de taipu PB, Brazil",-7.2504094,-35.2094114
PB,cruz do espirito santo,"cruz do espirito santo PB, Brazil",-7.139022,-35.085721
PB,pilar,"pilar PB, Brazil",-7.264034,-35.252326
PB,são josé dos ramos,"são josé dos ramos PB, Brazil",-7.2458875,-35.3731185
PB,sape,"sape PB, Brazil",-7.093591,-35.227975
PB,sobrado,"sobrado PB, Brazil",-7.1442879,-35.2357401
PB,mari,"mari PB, Brazil",-7.0580611,-35.3184163
PB,caldas brandao,"caldas brandao PB, Brazil",-7.1027959,-35.3254676
PB,mulungu,"mulungu PB, Brazil",-7.0309389,-35.4646079
PB,gurinhem,"gurinhem PB, Brazil",-7.1244757,-35.424854
PB,itabaiana,"itabaiana PB, Brazil",-7.331674,-35.331723
PB,salgado de sao felix,"salgado de sao felix PB, Brazil",-7.3565372,-35.4381278
PB,mogeiro,"mogeiro PB, Brazil",-7.3019003,-35.4782749
PB,itatuba,"itatuba PB, Brazil",-7.3758509,-35.626495
PB,inga,"inga PB, Brazil",-7.2904513,-35.6109945
PB,riachao do bacamarte,"riachao do bacamarte PB, Brazil",-7.253472,-35.669257
PB,serra redonda,"serra redonda PB, Brazil",-7.1867108,-35.679795
PB,juarez tavora,"juarez tavora PB, Brazil",-7.1726926,-35.590804
PB,alagoa grande,"alagoa grande PB, Brazil",-7.0415212,-35.6285322
PB,alagoinha,"alagoinha PB, Brazil",-6.97063215,-35.51490901897793
PB,piloes,"piloes PB, Brazil",-6.868269,-35.612974
PB,serraria,"serraria PB, Brazil",-6.8193129,-35.6387473
PB,arara,"arara PB, Brazil",-6.8271895,-35.7605703
PB,areia,"areia PB, Brazil",-6.9680243,-35.6994783
PB,remigio,"remigio PB, Brazil",-6.9686741,-35.7932133
PB,algodão de jandaíra,"algodão de jandaíra PB, Brazil",-6.9040175,-36.0089879
PB,boqueirao,"boqueirao PB, Brazil",-7.487004,-36.130887
PB,barra de santana,"barra de santana PB, Brazil",-7.5230865,-35.9988518
PB,alcantil,"alcantil PB, Brazil",-7.7425491,-36.0609604
PB,santa cecilia,"santa cecilia PB, Brazil",-7.7441445,-35.8793295
PB,riacho de santo antonio,"riacho de santo antonio PB, Brazil",-7.6914069,-36.1563143
PB,queimadas,"queimadas PB, Brazil",-7.3640404,-35.9016644
PB,cabaceiras,"cabaceiras PB, Brazil",-7.4899156,-36.2866113
PB,barra de sao miguel,"barra de sao miguel PB, Brazil",-7.7528088,-36.3170996
PB,sao domingos do cariri,"sao domingos do cariri PB, Brazil",-7.6350228,-36.4317431
PB,fagundes,"fagundes PB, Brazil",-7.3577473,-35.7839735
