state_sigla,city,localizador,latitud
PE,nazare da mata,"nazare da mata PE, Brazil",-7.7452689
PE,tracunhaem,"tracunhaem PE, Brazil",-7.8027253
PE,carpina,"carpina PE, Brazil",-7.8459105
PE,lagoa do carro,"lagoa do carro PE, Brazil",-7.843834
PE,paudalho,"paudalho PE, Brazil",-7.90287
PE,cha de alegria,"cha de alegria PE, Brazil",-7.9959409
PE,lagoa do itaenga,"lagoa do itaenga PE, Brazil",-7.906499999999999
PE,buenos aires,"buenos aires PE, Brazil",-7.7218931
PE,vicencia,"vicencia PE, Brazil",-7.6574422
PE,sao vicente ferrer,"sao vicente ferrer PE, Brazil",-7.589691
PE,siriji,"siriji PE, Brazil",-7.6406198
PE,macaparana,"macaparana PE, Brazil",-7.54122565
PE,timbauba,"timbauba PE, Brazil",-7.5118822
PE,ferreiros,"ferreiros PE, Brazil",-7.449667
PE,alianca,"alianca PE, Brazil",-7.6026425
PE,goiana,"goiana PE, Brazil",-7.560603
PE,itambe,"itambe PE, Brazil",-7.4108509
PE,camutanga,"camutanga PE, Brazil",-7.4092965
PE,condado,"condado PE, Brazil",-7.587868
PE,itaquitinga,"itaquitinga PE, Brazil",-7.6642569
PE,salgueiro,"salgueiro PE, Brazil",-8.073734
PE,verdejante,"verdejante PE, Brazil",-7.9285675
PE,cedro,"cedro PE, Brazil",-7.7186318
PE,serrita,"serrita PE, Brazil",-7.9476953
PE,moreilandia,"moreilandia PE, Brazil",-7.6298629
PE,granito,"granito PE, Brazil",-7.7148722
PE,parnamirim,"parnamirim PE, Brazil",-8.0913471
PE,oroco,"oroco PE, Brazil",-8.6147294
PE,cabrobo,"cabrobo PE, Brazil",-8.5083701
PE,terra nova,"terra nova PE, Brazil",-8.2249522
PE,ouricuri,"ouricuri PE, Brazil",-7.884432
PE,santa filomena,"santa filomena PE, Brazil",-8.1605806
PE,santa cruz,"santa cruz PE, Brazil",-8.2392548
PE,bodoco,"bodoco PE, Brazil",-7.777592
PE,exu,"exu PE, Brazil",-7.515434
PE,trindade,"trindade PE, Brazil",-7.759
PE,ipubi,"ipubi PE, Brazil",-7.6535334
PE,araripina,"araripina PE, Brazil",-7.5768582
PE,petrolina,"petrolina PE, Brazil",-9.3817334
PE,rajada,"rajada PE, Brazil",-8.9288056
PE,dormentes,"dormentes PE, Brazil",-8.441163
PE,afranio,"afranio PE, Brazil",-8.5198919
PE,santa maria da boa vista,"santa maria da boa vista PE, Brazil",-8.8001615
PE,lagoa grande,"lagoa grande PE, Brazil",-8.9930649
PE,floresta,"floresta PE, Brazil",-8.5969798
PE,carnaubeira da penha,"carnaubeira da penha PE, Brazil",-8.3192809
PE,itacuruba,"itacuruba PE, Brazil",-8.7267879
PE,belem de sao francisco,"belem de sao francisco PE, Brazil",-8.62394575
PE,petrolandia,"petrolandia PE, Brazil",-8.9701861
PE,jatoba,"jatoba PE, Brazil",-9.1832353
PE,tacaratu,"tacaratu PE, Brazil",-9.1051762
PE,arcoverde,"arcoverde PE, Brazil",-8.415192
PE,buique,"buique PE, Brazil",-8.6239732
PE,tupanatinga,"tupanatinga PE, Brazil",-8.7542378
PE,itaiba,"itaiba PE, Brazil",-8.94675
PE,inaja,"inaja PE, Brazil",-8.9011209
PE,manari,"manari PE, Brazil",-8.9616166
PE,ibimirim,"ibimirim PE, Brazil",-8.5379259
PE,sertania,"sertania PE, Brazil",-8.068467
PE,custodia,"custodia PE, Brazil",-8.0860251
PE,betania,"betania PE, Brazil",-8.2742779
PE,sao jose do egito,"sao jose do egito PE, Brazil",-7.469447
PE,itapetim,"itapetim PE, Brazil",-7.377426
PE,brejinho,"brejinho PE, Brazil",-7.3491144
PE,santa terezinha,"santa terezinha PE, Brazil",-7.37696
PE,tuparetama,"tuparetama PE, Brazil",-7.6010116
PE,tabira,"tabira PE, Brazil",-7.583661
PE,solidao,"solidao PE, Brazil",-7.6008705
PE,afogados da ingazeira,"afogados da ingazeira PE, Brazil",-7.7481283
PE,caraiba,"caraiba PE, Brazil",-9.2986773
PE,ibitiranga,"ibitiranga PE, Brazil",-7.772710549999999
PE,quixabá,"quixabá PE, Brazil",-7.7185273
PE,ingazeira,"ingazeira PE, Brazil",-7.6773108
PE,iguaraci,"iguaraci PE, Brazil",-7.8352247
PE,jabitaca,"jabitaca PE, Brazil",-7.83059935
PE,flores,"flores PE, Brazil",-7.862025
PE,triunfo,"triunfo PE, Brazil",-7.8362959
PE,santa cruz da baixa verde,"santa cruz da baixa verde PE, Brazil",-7.8185452
PE,serra talhada,"serra talhada PE, Brazil",-7.9867805
PE,calumbi,"calumbi PE, Brazil",-7.9396706
PE,sao jose do belmonte,"sao jose do belmonte PE, Brazil",-7.8641261
PE,mirandiba,"mirandiba PE, Brazil",-8.1202103
AL,maceió,"maceió AL, Brazil",-9.6476843
AL,maceia³,"maceia³ AL, Brazil",
AL,maceio,"maceio AL, Brazil",-9.6476843
AL,rio largo,"rio largo AL, Brazil",-9.477829
AL,satuba,"satuba AL, Brazil",-9.569113
AL,santa luzia do norte,"santa luzia do norte AL, Brazil",-9.6037
AL,coqueiro seco,"coqueiro seco AL, Brazil",-9.637147
AL,pilar,"pilar AL, Brazil",-9.6016711
AL,marechal deodoro,"marechal deodoro AL, Brazil",-9.709715
AL,barra de sao miguel,"barra de sao miguel AL, Brazil",-9.8261357
AL,penedo,"penedo AL, Brazil",-10.2872341
AL,piacabucu,"piacabucu AL, Brazil",-10.4066897
AL,feliz deserto,"feliz deserto AL, Brazil",-10.292494
AL,coruripe,"coruripe AL, Brazil",-10.1249963
AL,poxim,"poxim AL, Brazil",-10.03188665
AL,sao miguel dos campos,"sao miguel dos campos AL, Brazil",-9.7831115
AL,jequia da praia,"jequia da praia AL, Brazil",-10.0092595
AL,roteiro,"roteiro AL, Brazil",-9.8334935
AL,campo alegre,"campo alegre AL, Brazil",-26.1941684
AL,luziapolis,"luziapolis AL, Brazil",-9.8930851
AL,limoeiro de anadia,"limoeiro de anadia AL, Brazil",-9.7389667
AL,teotonio vilela,"teotonio vilela AL, Brazil",-9.9062736
AL,junqueiro,"junqueiro AL, Brazil",-9.9201549
AL,sao sebastiao,"sao sebastiao AL, Brazil",-23.8027866
AL,igreja nova,"igreja nova AL, Brazil",-10.1267244
AL,porto real do colegio,"porto real do colegio AL, Brazil",-10.186833
AL,arapiraca,"arapiraca AL, Brazil",-9.754866
AL,pau d'arco,"pau d'arco AL, Brazil",-7.8331153
AL,craibas,"craibas AL, Brazil",-9.6168038
AL,coite do noia,"coite do noia AL, Brazil",-9.633484
AL,lagoa da canoa,"lagoa da canoa AL, Brazil",-9.8294012
AL,feira grande,"feira grande AL, Brazil",-9.8944239
AL,campo grande,"campo grande AL, Brazil",-9.9725
AL,girau do ponciano,"girau do ponciano AL, Brazil",-9.884041
AL,traipu,"traipu AL, Brazil",-9.967583
AL,sao bras,"sao bras AL, Brazil",-10.1258829
AL,olho d'agua grande,"olho d'agua grande AL, Brazil",-10.056075
AL,pao de acucar,"pao de acucar AL, Brazil",-9.7496551
AL,palestina,"palestina AL, Brazil",-20.389344
AL,batalha,"batalha AL, Brazil",-9.6733809
AL,jaramataia,"jaramataia AL, Brazil",-9.6597307
AL,jacare dos homens,"jacare dos homens AL, Brazil",-9.6348723
AL,monteiropolis,"monteiropolis AL, Brazil",-9.602565
AL,olho d agua das flores,"olho d agua das flores AL, Brazil",-9.5318374
AL,sao jose da tapera,"sao jose da tapera AL, Brazil",-9.5584287
AL,piranhas,"piranhas AL, Brazil",-9.6115579
AL,olho d'água do casado,"olho d'água do casado AL, Brazil",-9.5020783
AL,pariconha,"pariconha AL, Brazil",-9.2540147
AL,delmiro gouveia,"delmiro gouveia AL, Brazil",-9.3841161
AL,agua branca,"agua branca AL, Brazil",-9.2613606
AL,santana do ipanema,"santana do ipanema AL, Brazil",-9.369989
AL,poco das trincheiras,"poco das trincheiras AL, Brazil",-9.3063206
AL,senador rui palmeira,"senador rui palmeira AL, Brazil",-9.469865
AL,maravilha,"maravilha AL, Brazil",-9.230449
AL,ouro branco,"ouro branco AL, Brazil",-9.1622698
AL,canapi,"canapi AL, Brazil",-9.1173572
AL,carneiros,"carneiros AL, Brazil",-9.4832948
AL,mata grande,"mata grande AL, Brazil",-9.118243
AL,inhapi,"inhapi AL, Brazil",-9.222095
AL,olivenca,"olivenca AL, Brazil",-9.5190555
AL,dois riachos,"dois riachos AL, Brazil",-9.384645
AL,cacimbinhas,"cacimbinhas AL, Brazil",-9.401212
AL,major isidoro,"major isidoro AL, Brazil",-9.4945
AL,palmeira dos indios,"palmeira dos indios AL, Brazil",-9.4076249
AL,igaci,"igaci AL, Brazil",-9.537678
AL,estrela de alagoas,"estrela de alagoas AL, Brazil",-9.3888972
AL,belem,"belem AL, Brazil",-1.45056
AL,tanque d'arca,"tanque d'arca AL, Brazil",-9.5348175
AL,taquarana,"taquarana AL, Brazil",-9.64529
AL,anadia,"anadia AL, Brazil",-9.6830208
AL,maribondo,"maribondo AL, Brazil",-9.5808649
AL,boca da mata,"boca da mata AL, Brazil",-9.6452054
AL,atalaia,"atalaia AL, Brazil",-23.1513833
AL,vicosa,"vicosa AL, Brazil",-9.3728032
AL,pindoba,"pindoba AL, Brazil",-9.473822
AL,mar vermelho,"mar vermelho AL, Brazil",-9.447393
AL,paulo jacinto,"paulo jacinto AL, Brazil",-9.367918
AL,quebrangulo,"quebrangulo AL, Brazil",-9.3217611
AL,cha preta,"cha preta AL, Brazil",-9.255605
AL,cajueiro,"cajueiro AL, Brazil",-9.399589
AL,capela,"capela AL, Brazil",-9.415041
AL,uniao dos palmares,"uniao dos palmares AL, Brazil",-9.1576807
AL,murici,"murici AL, Brazil",-9.306823
AL,branquinha,"branquinha AL, Brazil",-9.2478057
AL,santana do mundau,"santana do mundau AL, Brazil",-9.171413
AL,sao jose da laje,"sao jose da laje AL, Brazil",-9.0093044
AL,ibateguara,"ibateguara AL, Brazil",-8.9737196
AL,porto calvo,"porto calvo AL, Brazil",-9.051948
AL,matriz de camaragibe,"matriz de camaragibe AL, Brazil",-9.154373
AL,sao luis do quitunde,"sao luis do quitunde AL, Brazil",-9.3181755
AL,barra de  santo antônio,"barra de  santo antônio AL, Brazil",-9.4038098
AL,passo de camaragibe,"passo de camaragibe AL, Brazil",-9.2367833
AL,paripueira,"paripueira AL, Brazil",-9.463133
AL,sao miguel dos milagres,"sao miguel dos milagres AL, Brazil",-9.267217
AL,porto de pedras,"porto de pedras AL, Brazil",-9.160065
AL,japaratinga,"japaratinga AL, Brazil",-9.087464
AL,maragogi,"maragogi AL, Brazil",-9.0118278
AL,jacuipe,"jacuipe AL, Brazil",-8.83951
AL,jundia,"jundia AL, Brazil",-8.944022
AL,campestre,"campestre AL, Brazil",-8.8481634
AL,novo lino,"novo lino AL, Brazil",-8.941905
AL,colonia leopoldina,"colonia leopoldina AL, Brazil",-8.9144649
AL,joaquim gomes,"joaquim gomes AL, Brazil",-9.1372894
AL,messias,"messias AL, Brazil",-9.393843
AL,flexeiras,"flexeiras AL, Brazil",-9.2788679
PB,joao pessoa,"joao pessoa PB, Brazil",-7.1215981
PB,cabedelo,"cabedelo PB, Brazil",-6.97324
PB,campina grande,"campina grande PB, Brazil",-7.2246743
PB,puxinana,"puxinana PB, Brazil",-7.1475216
PB,lagoa seca,"lagoa seca PB, Brazil",-7.157099
PB,sao sebastiao de lagoa de roca,"sao sebastiao de lagoa de roca PB, Brazil",-7.1051675
PB,massaranduba,"massaranduba PB, Brazil",-7.1812758
PB,boa vista,"boa vista PB, Brazil",-7.2620711
PB,alagoa nova,"alagoa nova PB, Brazil",-7.0653703
PB,matinhas,"matinhas PB, Brazil",-7.1219554
PB,esperanca,"esperanca PB, Brazil",-7.018517
PB,areial,"areial PB, Brazil",-7.0501306
PB,montadas,"montadas PB, Brazil",-7.088656
PB,pocinhos,"pocinhos PB, Brazil",-7.076073
PB,soledade,"soledade PB, Brazil",-7.058292
PB,cubati,"cubati PB, Brazil",-6.8647974
PB,barra de santa rosa,"barra de santa rosa PB, Brazil",-6.7218007
PB,damiao,"damiao PB, Brazil",-6.64317595
PB,cuite,"cuite PB, Brazil",-6.4855072
PB,sossego,"sossego PB, Brazil",-6.767694
PB,nova floresta,"nova floresta PB, Brazil",-6.4554313
PB,pedra lavrada,"pedra lavrada PB, Brazil",-6.7562744
PB,nova palmeira,"nova palmeira PB, Brazil",-6.6795042
PB,picui,"picui PB, Brazil",-6.5106721
PB,barauna,"barauna PB, Brazil",-6.643394
PB,frei martinho,"frei martinho PB, Brazil",-6.4033643
PB,guarabira,"guarabira PB, Brazil",-6.8513982
PB,cuitegi,"cuitegi PB, Brazil",-6.8962776
PB,piloezinhos,"piloezinhos PB, Brazil",-6.8427437
PB,pirpirituba,"pirpirituba PB, Brazil",-6.7809356
PB,bananeiras,"bananeiras PB, Brazil",-6.7537682
PB,solanea,"solanea PB, Brazil",-6.7540351
PB,dona ines,"dona ines PB, Brazil",-6.6032239
PB,cacimba de dentro,"cacimba de dentro PB, Brazil",-6.6425101
PB,araruna,"araruna PB, Brazil",-6.5321155
PB,casserengue,"casserengue PB, Brazil",-6.779538
PB,lagoa de dentro,"lagoa de dentro PB, Brazil",-6.6806695000000005
PB,caicara,"caicara PB, Brazil",-6.6146866
PB,logradouro,"logradouro PB, Brazil",-6.6147883
PB,belem,"belem PB, Brazil",-6.6967586
PB,serra da raiz,"serra da raiz PB, Brazil",-6.6874334
PB,duas estradas,"duas estradas PB, Brazil",-6.6883382
PB,sertaozinho,"sertaozinho PB, Brazil",-6.7523657
PB,aracagi,"aracagi PB, Brazil",-6.8519969
PB,pedro regis,"pedro regis PB, Brazil",-6.6399063
PB,itapororoca,"itapororoca PB, Brazil",-6.8283007
PB,jacarau,"jacarau PB, Brazil",-6.6123046
PB,mamanguape,"mamanguape PB, Brazil",-6.833698
PB,pitanga de estrada,"pitanga de estrada PB, Brazil",
PB,capim,"capim PB, Brazil",-6.9174091
PB,cuite de mamanguape,"cuite de mamanguape PB, Brazil",-6.912922
PB,curral de cima,"curral de cima PB, Brazil",-6.7174163
PB,mataraca,"mataraca PB, Brazil",-6.59673
PB,rio tinto,"rio tinto PB, Brazil",-6.803828
PB,santa rita,"santa rita PB, Brazil",-7.128465
PB,bayeux,"bayeux PB, Brazil",-7.1301631
PB,lucena,"lucena PB, Brazil",-6.8984018
PB,alhandra,"alhandra PB, Brazil",-7.4304246
PB,conde,"conde PB, Brazil",-7.2600359
PB,pitimbu,"pitimbu PB, Brazil",-7.4728063
PB,caapora,"caapora PB, Brazil",-7.510234
PB,pedras de fogo,"pedras de fogo PB, Brazil",-7.3988977
PB,juripiranga,"juripiranga PB, Brazil",-7.3743307
PB,sao miguel de taipu,"sao miguel de taipu PB, Brazil",-7.2504094
PB,cruz do espirito santo,"cruz do espirito santo PB, Brazil",-7.139022
PB,pilar,"pilar PB, Brazil",-7.264034
PB,são josé dos ramos,"são josé dos ramos PB, Brazil",-7.2458875
PB,sape,"sape PB, Brazil",-7.093591
PB,sobrado,"sobrado PB, Brazil",-7.1442879
PB,mari,"mari PB, Brazil",-7.0580611
PB,caldas brandao,"caldas brandao PB, Brazil",-7.1027959
PB,mulungu,"mulungu PB, Brazil",-7.0309389
PB,gurinhem,"gurinhem PB, Brazil",-7.1244757
PB,itabaiana,"itabaiana PB, Brazil",-7.331674
PB,salgado de sao felix,"salgado de sao felix PB, Brazil",-7.3565372
PB,mogeiro,"mogeiro PB, Brazil",-7.3019003
PB,itatuba,"itatuba PB, Brazil",-7.3758509
PB,inga,"inga PB, Brazil",-7.2904513
PB,riachao do bacamarte,"riachao do bacamarte PB, Brazil",-7.253472
PB,serra redonda,"serra redonda PB, Brazil",-7.1867108
PB,juarez tavora,"juarez tavora PB, Brazil",-7.1726926
PB,alagoa grande,"alagoa grande PB, Brazil",-7.0415212
PB,alagoinha,"alagoinha PB, Brazil",-6.97063215
PB,piloes,"piloes PB, Brazil",-6.868269
PB,serraria,"serraria PB, Brazil",-6.8193129
PB,arara,"arara PB, Brazil",-6.8271895
PB,areia,"areia PB, Brazil",-6.9680243
PB,remigio,"remigio PB, Brazil",-6.9686741
PB,algodão de jandaíra,"algodão de jandaíra PB, Brazil",-6.9040175
PB,boqueirao,"boqueirao PB, Brazil",-7.487004
PB,barra de santana,"barra de santana PB, Brazil",-7.5230865
PB,alcantil,"alcantil PB, Brazil",-7.7425491
PB,santa cecilia,"santa cecilia PB, Brazil",-7.7441445
PB,riacho de santo antonio,"riacho de santo antonio PB, Brazil",-7.6914069
PB,queimadas,"queimadas PB, Brazil",-7.3640404
PB,cabaceiras,"cabaceiras PB, Brazil",-7.4899156
PB,barra de sao miguel,"barra de sao miguel PB, Brazil",-7.7528088
PB,sao domingos do cariri,"sao domingos do cariri PB, Brazil",-7.6350228
PB,fagundes,"fagundes PB, Brazil",-7.3577473
PB,aroeiras,"aroeiras PB, Brazil",-7.5462904
PB,natuba,"natuba PB, Brazil",-7.6410756
PB,umbuzeiro,"umbuzeiro PB, Brazil",-7.696494
PB,monteiro,"monteiro PB, Brazil",-7.8920179
PB,zabele,"zabele PB, Brazil",-8.075514
PB,sao joao do tigre,"sao joao do tigre PB, Brazil",-8.078237
PB,camalau,"camalau PB, Brazil",-7.885031
PB,pindurão,"pindurão PB, Brazil",-7.9149711
PB,congo,"congo PB, Brazil",-7.80963435
PB,sume,"sume PB, Brazil",-7.671521
PB,amparo,"amparo PB, Brazil",-7.56394725
PB,prata,"prata PB, Brazil",-7.6948841
PB,ouro velho,"ouro velho PB, Brazil",-7.6209094
PB,sao jose dos cordeiros,"sao jose dos cordeiros PB, Brazil",-7.3917683
PB,parari,"parari PB, Brazil",-7.3182642
PB,serra branca,"serra branca PB, Brazil",-7.4815274
PB,santa luzia do cariri,"santa luzia do cariri PB, Brazil",-7.5926738
PB,coxixola,"coxixola PB, Brazil",-7.6272915
PB,sao joao do cariri,"sao joao do cariri PB, Brazil",-7.386747
PB,santa luzia,"santa luzia PB, Brazil",-6.8677854
PB,sao jose do sabugi,"sao jose do sabugi PB, Brazil",-6.7758264
PB,varzea,"varzea PB, Brazil",-6.7710581
PB,sao mamede,"sao mamede PB, Brazil",-6.923862
PB,junco do serido,"junco do serido PB, Brazil",-6.991929
PB,juazeirinho,"juazeirinho PB, Brazil",-7.0688282
PB,tenorio,"tenorio PB, Brazil",-6.9408374
PB,gurjao,"gurjao PB, Brazil",-7.2470565
PB,santo andre,"santo andre PB, Brazil",-7.2198586
PB,taperoa,"taperoa PB, Brazil",-7.206294
PB,assuncao,"assuncao PB, Brazil",-7.073396
PB,livramento,"livramento PB, Brazil",-7.3757441
PB,desterro,"desterro PB, Brazil",-7.2889695
PB,cacimbas,"cacimbas PB, Brazil",-7.2125451
PB,patos,"patos PB, Brazil",-7.0258285
PB,vista serrana,"vista serrana PB, Brazil",-6.7391662
PB,malta,"malta PB, Brazil",-6.9068159
PB,condado,"condado PB, Brazil",-6.9092101
PB,catingueira,"catingueira PB, Brazil",-7.120081
PB,santa teresinha,"santa teresinha PB, Brazil",-7.0849073
PB,sao jose de espinharas,"sao jose de espinharas PB, Brazil",-6.8465204
PB,sao jose do bonfim,"sao jose do bonfim PB, Brazil",-7.1616115
PB,areia de baraunas,"areia de baraunas PB, Brazil",-7.1233949
PB,passagem,"passagem PB, Brazil",-7.1364483
PB,teixeira,"teixeira PB, Brazil",-7.221036
PB,matureia,"matureia PB, Brazil",-7.264629
PB,mae d'agua,"mae d'agua PB, Brazil",-7.2582944
PB,imaculada,"imaculada PB, Brazil",-7.3871724
PB,agua branca,"agua branca PB, Brazil",-7.5151046
PB,juru,"juru PB, Brazil",-7.5375089
PB,tavares,"tavares PB, Brazil",-7.6363205
PB,princesa isabel,"princesa isabel PB, Brazil",-7.736898
PB,sao jose de princesa,"sao jose de princesa PB, Brazil",-7.7412144
PB,olho d'agua,"olho d'agua PB, Brazil",-7.2289861
PB,pianco,"pianco PB, Brazil",-7.1987413
PB,coremas,"coremas PB, Brazil",-7.0175897
PB,igaracy,"igaracy PB, Brazil",-7.1819802
PB,aguiar,"aguiar PB, Brazil",-7.0928404
PB,itaporanga,"itaporanga PB, Brazil",-7.3040747
PB,sao jose de caiana,"sao jose de caiana PB, Brazil",-7.2495911
PB,pedra branca,"pedra branca PB, Brazil",-7.4277554
PB,santana dos garrotes,"santana dos garrotes PB, Brazil",-7.3856858
PB,nova olinda,"nova olinda PB, Brazil",-7.4782417
PB,sousa,"sousa PB, Brazil",-6.7662029
PB,sao jose da lagoa tapada,"sao jose da lagoa tapada PB, Brazil",-6.9426858
PB,nazarezinho,"nazarezinho PB, Brazil",-6.9156749
PB,sao francisco,"sao francisco PB, Brazil",-6.6193066
PB,marizopolis,"marizopolis PB, Brazil",-6.8440704
PB,lastro,"lastro PB, Brazil",-6.5175135
PB,aparecida,"aparecida PB, Brazil",-6.7859598
PB,santa cruz,"santa cruz PB, Brazil",-6.8293159
PB,jerico,"jerico PB, Brazil",-6.5531817
PB,mato grosso,"mato grosso PB, Brazil",-6.5433859
PB,lagoa,"lagoa PB, Brazil",-6.5899848
PB,pombal,"pombal PB, Brazil",-6.7711315
PB,sao bentinho,"sao bentinho PB, Brazil",-6.8900937
PB,paulista,"paulista PB, Brazil",-6.5980362
PB,sao bento,"sao bento PB, Brazil",-6.4859187
PB,riacho dos cavalos,"riacho dos cavalos PB, Brazil",-6.4355877
PB,brejo dos santos,"brejo dos santos PB, Brazil",-6.3769367
PB,catole do rocha,"catole do rocha PB, Brazil",-6.340625
PB,bom sucesso,"bom sucesso PB, Brazil",-6.4458948
PB,brejo do cruz,"brejo do cruz PB, Brazil",-6.330942
PB,sao jose do brejo do cruz,"sao jose do brejo do cruz PB, Brazil",-6.212327
PB,belem do brejo do cruz,"belem do brejo do cruz PB, Brazil",-6.1880727
PB,cajazeiras,"cajazeiras PB, Brazil",-6.8897849
PB,poco de jose de moura,"poco de jose de moura PB, Brazil",-6.5744099
PB,sao joao do rio do peixe,"sao joao do rio do peixe PB, Brazil",-6.7291053
PB,uirauna,"uirauna PB, Brazil",-6.521424
PB,triunfo,"triunfo PB, Brazil",-6.5790424
PB,bernardino batista,"bernardino batista PB, Brazil",-6.4532173
PB,santa helena,"santa helena PB, Brazil",-6.7198909
PB,joca claudino,"joca claudino PB, Brazil",-6.4832147
PB,bom jesus,"bom jesus PB, Brazil",-6.69453115
PB,poco dantas,"poco dantas PB, Brazil",-6.4050165
PB,cachoeira dos indios,"cachoeira dos indios PB, Brazil",-6.9259193
PB,sao jose de piranhas,"sao jose de piranhas PB, Brazil",-7.1198508
PB,carrapateira,"carrapateira PB, Brazil",-7.0395225
PB,monte horebe,"monte horebe PB, Brazil",-7.214284
PB,serra grande,"serra grande PB, Brazil",-7.2146596
PB,bonito de santa fe,"bonito de santa fe PB, Brazil",-7.3143332
PB,conceicao,"conceicao PB, Brazil",-7.5565059
PB,santa ines,"santa ines PB, Brazil",-7.6269752
PB,ibiara,"ibiara PB, Brazil",-7.4997862
PB,santana de mangueira,"santana de mangueira PB, Brazil",-7.5516523
PB,boa ventura,"boa ventura PB, Brazil",-7.4202462
PB,diamante,"diamante PB, Brazil",-7.4261827
PB,manaira,"manaira PB, Brazil",-7.7060905
RN,parnamirim,"parnamirim RN, Brazil",-5.9153334
RN,sao jose de mipibu,"sao jose de mipibu RN, Brazil",-6.0746867
RN,nisia floresta,"nisia floresta RN, Brazil",-6.0902674
RN,arez,"arez RN, Brazil",-6.1969216
RN,goianinha,"goianinha RN, Brazil",-6.2663538
RN,tibau do sul,"tibau do sul RN, Brazil",-6.1872965
RN,pipa,"pipa RN, Brazil",-6.237259
RN,espirito santo,"espirito santo RN, Brazil",-6.3317917
RN,monte alegre,"monte alegre RN, Brazil",-6.069901
RN,vera cruz,"vera cruz RN, Brazil",-6.0493346
RN,varzea,"varzea RN, Brazil",-6.346412
RN,jundia,"jundia RN, Brazil",-6.2707116
RN,canguaretama,"canguaretama RN, Brazil",-6.3751942
RN,vila flor,"vila flor RN, Brazil",-6.3156226
RN,baia formosa,"baia formosa RN, Brazil",-6.3691885
RN,pedro velho,"pedro velho RN, Brazil",-6.4356
RN,montanhas,"montanhas RN, Brazil",-6.4866542
RN,santa cruz,"santa cruz RN, Brazil",-6.224752
RN,sao bento do trairi,"sao bento do trairi RN, Brazil",-6.3426719
RN,japi,"japi RN, Brazil",-6.4634348
RN,serra de sao bento,"serra de sao bento RN, Brazil",-6.4169271
RN,nova cruz,"nova cruz RN, Brazil",-6.482111
RN,monte das gameleiras,"monte das gameleiras RN, Brazil",-6.43975
RN,passa e fica,"passa e fica RN, Brazil",-6.4356697
RN,brejinho,"brejinho RN, Brazil",-6.1957907
RN,coronel ezequiel,"coronel ezequiel RN, Brazil",-6.3853153
RN,jacana,"jacana RN, Brazil",-6.4290483
RN,lagoa d'anta,"lagoa d'anta RN, Brazil",-6.394926
RN,campo redondo,"campo redondo RN, Brazil",-6.2420373
RN,lajes pintadas,"lajes pintadas RN, Brazil",-6.1497352
RN,tangara,"tangara RN, Brazil",-6.19649
RN,serra caiada,"serra caiada RN, Brazil",-6.1070196
RN,lagoa salgada,"lagoa salgada RN, Brazil",-6.122954
RN,senador eloi de souza,"senador eloi de souza RN, Brazil",-6.0357055
RN,santo antonio,"santo antonio RN, Brazil",-2.1520683
RN,serrinha,"serrinha RN, Brazil",-6.2783153
RN,boa saude,"boa saude RN, Brazil",-6.158053
RN,bom jesus,"bom jesus RN, Brazil",-5.9887544
RN,sao jose do campestre,"sao jose do campestre RN, Brazil",-6.3148531
RN,macaiba,"macaiba RN, Brazil",-5.8561372
RN,sao goncalo do amarante,"sao goncalo do amarante RN, Brazil",-5.7932331
RN,são gonçalo do amarante,"são gonçalo do amarante RN, Brazil",-5.7932331
RN,poco de pedra,"poco de pedra RN, Brazil",-5.8031292
RN,caico,"caico RN, Brazil",-6.4594544
RN,sao joao do sabugi,"sao joao do sabugi RN, Brazil",-6.7189116
RN,ipueira,"ipueira RN, Brazil",-6.8152805
RN,serra negra do norte,"serra negra do norte RN, Brazil",-6.6627568
RN,timbauba dos batistas,"timbauba dos batistas RN, Brazil",-6.4634028
RN,jardim de piranhas,"jardim de piranhas RN, Brazil",-6.3796347
RN,sao fernando,"sao fernando RN, Brazil",-6.379745
RN,jucurutu,"jucurutu RN, Brazil",-6.0343518
RN,florania,"florania RN, Brazil",-6.1268685
RN,tenente laurentino cruz,"tenente laurentino cruz RN, Brazil",-6.1498142
RN,sao vicente,"sao vicente RN, Brazil",-6.2166906
RN,jardim do serido,"jardim do serido RN, Brazil",-6.59043
RN,ouro branco,"ouro branco RN, Brazil",-6.703294
RN,santana do serido,"santana do serido RN, Brazil",-6.7708992
RN,equador,"equador RN, Brazil",-6.89071355
RN,parelhas,"parelhas RN, Brazil",-6.691369
RN,acari,"acari RN, Brazil",-6.4364689
RN,carnauba dos dantas,"carnauba dos dantas RN, Brazil",-6.5560588
RN,cruzeta,"cruzeta RN, Brazil",-6.4113343
RN,sao jose do serido,"sao jose do serido RN, Brazil",-6.4488139
RN,currais novos,"currais novos RN, Brazil",-6.2626676
RN,lagoa nova,"lagoa nova RN, Brazil",-6.0948803
RN,cerro cora,"cerro cora RN, Brazil",-6.0412685
RN,sao tome,"sao tome RN, Brazil",-5.9726443
RN,barcelona,"barcelona RN, Brazil",-5.9514918
RN,ruy barbosa,"ruy barbosa RN, Brazil",-5.8812801
RN,lagoa de velhos,"lagoa de velhos RN, Brazil",-6.003043
RN,sitio novo,"sitio novo RN, Brazil",-5.881254
RN,serra da tapuia,"serra da tapuia RN, Brazil",-6.0906134000000005
RN,sao paulo do potengi,"sao paulo do potengi RN, Brazil",-5.8941684
