state_sigla,city,localizador,latitud
MG,cajuri,"cajuri MG, Brazil",-20.7901414
MG,porto firme,"porto firme MG, Brazil",-20.672778
MG,vicosa,"vicosa MG, Brazil",-20.7538586
MG,cachoeira de santa cruz,"cachoeira de santa cruz MG, Brazil",-20.707523
MG,teixeiras,"teixeiras MG, Brazil",-20.6517875
MG,pedra do anta,"pedra do anta MG, Brazil",-20.5962822
MG,sao miguel do anta,"sao miguel do anta MG, Brazil",-20.7065375
MG,canaa,"canaa MG, Brazil",-20.685555
MG,araponga,"araponga MG, Brazil",-20.666667
MG,estevao de araujo,"estevao de araujo MG, Brazil",-20.623
MG,bicas,"bicas MG, Brazil",-21.7213723
MG,rochedo de minas,"rochedo de minas MG, Brazil",-21.6295358
MG,guarara,"guarara MG, Brazil",-21.731945
MG,maripa de minas,"maripa de minas MG, Brazil",-21.6975
MG,pequeri,"pequeri MG, Brazil",-21.8369971
MG,santana do deserto,"santana do deserto MG, Brazil",-20.198951
MG,chiador,"chiador MG, Brazil",-22.002778
MG,mar de espanha,"mar de espanha MG, Brazil",-21.866945
MG,senador cortes,"senador cortes MG, Brazil",-21.8009734
MG,alem paraiba,"alem paraiba MG, Brazil",-21.8760576
MG,angustura,"angustura MG, Brazil",-21.7473304
MG,santo antonio do aventureiro,"santo antonio do aventureiro MG, Brazil",-21.7579052
MG,sao domingos,"sao domingos MG, Brazil",-21.6925
MG,sao joao nepomuceno,"sao joao nepomuceno MG, Brazil",-21.5359158
MG,descoberto,"descoberto MG, Brazil",-21.459444
MG,leopoldina,"leopoldina MG, Brazil",-21.5314282
MG,tebas,"tebas MG, Brazil",-21.593
MG,ribeiro junqueira,"ribeiro junqueira MG, Brazil",-21.44841345
MG,piacatuba,"piacatuba MG, Brazil",-21.5051322
MG,argirita,"argirita MG, Brazil",-21.612761
MG,volta grande,"volta grande MG, Brazil",-21.770834
MG,estrela dalva,"estrela dalva MG, Brazil",-21.741666
MG,pirapetinga,"pirapetinga MG, Brazil",-21.656903
MG,recreio,"recreio MG, Brazil",-21.5248205
MG,palma,"palma MG, Brazil",-19.4364967
MG,cisneiros,"cisneiros MG, Brazil",-21.44449055
MG,itapirucu,"itapirucu MG, Brazil",-21.51179965
MG,laranjal,"laranjal MG, Brazil",-21.365278
MG,cataguases,"cataguases MG, Brazil",-21.387426
MG,sereno,"sereno MG, Brazil",-21.29411635
MG,vista alegre,"vista alegre MG, Brazil",-16.922
MG,cataguarino,"cataguarino MG, Brazil",-21.28528745
MG,astolfo dutra,"astolfo dutra MG, Brazil",-21.3132636
MG,dona euzebia,"dona euzebia MG, Brazil",-21.316667
MG,sao manoel do guaiacu,"sao manoel do guaiacu MG, Brazil",-21.3545
MG,itamarati de minas,"itamarati de minas MG, Brazil",-21.415833
MG,mirai,"mirai MG, Brazil",-21.1957417
MG,sao sebastiao da vargem alegre,"sao sebastiao da vargem alegre MG, Brazil",-21.0716128
MG,santana de cataguases,"santana de cataguases MG, Brazil",-21.2871462
MG,carangola,"carangola MG, Brazil",-20.733056
MG,alvorada,"alvorada MG, Brazil",-20.745
MG,ponte alta de minas,"ponte alta de minas MG, Brazil",-20.70408855
MG,sao francisco do gloria,"sao francisco do gloria MG, Brazil",-20.790069
MG,fervedouro,"fervedouro MG, Brazil",-20.7292242
MG,divino,"divino MG, Brazil",-20.6151497
MG,orizania,"orizania MG, Brazil",-20.5057698
MG,espera feliz,"espera feliz MG, Brazil",-20.6494192
MG,caiana,"caiana MG, Brazil",-20.695555
MG,caparao,"caparao MG, Brazil",-20.5232726
MG,faria lemos,"faria lemos MG, Brazil",-20.8051202
MG,tombos,"tombos MG, Brazil",-20.9083753
MG,catune,"catune MG, Brazil",-20.93213345
MG,pedra dourada,"pedra dourada MG, Brazil",-20.8317801
MG,antonio prado de minas,"antonio prado de minas MG, Brazil",-21.0171988
MG,eugenopolis,"eugenopolis MG, Brazil",-21.0968165
MG,pinhotiba,"pinhotiba MG, Brazil",-20.9626445
MG,patrocinio do muriae,"patrocinio do muriae MG, Brazil",-21.153333
MG,barao de monte alto,"barao de monte alto MG, Brazil",-21.244722
MG,silveira carvalho,"silveira carvalho MG, Brazil",-21.30631735
MG,cachoeira alegre,"cachoeira alegre MG, Brazil",-20.4923069
MG,rosario da limeira,"rosario da limeira MG, Brazil",-20.9786
MG,muriae,"muriae MG, Brazil",-21.130556
MG,macuco,"macuco MG, Brazil",-21.1427752
MG,vermelho,"vermelho MG, Brazil",-21.09467465
MG,miradouro,"miradouro MG, Brazil",-20.890277
MG,vieiras,"vieiras MG, Brazil",-20.8651165
MG,manhuacu,"manhuacu MG, Brazil",-20.2574434
MG,realeza,"realeza MG, Brazil",-20.235253
MG,sao pedro do avai,"sao pedro do avai MG, Brazil",-20.1922715
MG,santa margarida,"santa margarida MG, Brazil",-20.3817696
MG,ribeirao de sao domingos,"ribeirao de sao domingos MG, Brazil",-20.481
MG,sao joao do manhuacu,"sao joao do manhuacu MG, Brazil",-20.3938555
MG,reduto,"reduto MG, Brazil",-20.2442531
MG,luisburgo,"luisburgo MG, Brazil",-20.4394
MG,caputira,"caputira MG, Brazil",-20.171945
MG,simonesia,"simonesia MG, Brazil",-20.1233838
MG,alegria,"alegria MG, Brazil",-19.9139472
MG,santana do manhuacu,"santana do manhuacu MG, Brazil",-20.1075
MG,conceicao de ipanema,"conceicao de ipanema MG, Brazil",-19.928334
MG,ipanema,"ipanema MG, Brazil",-19.7999954
MG,taparuba,"taparuba MG, Brazil",-19.7621023
MG,mutum,"mutum MG, Brazil",-19.817223
MG,sao francisco do humaita,"sao francisco do humaita MG, Brazil",-20.03749385
MG,roseiral,"roseiral MG, Brazil",-19.9273346
MG,pocrane,"pocrane MG, Brazil",-19.6192747
MG,manhumirim,"manhumirim MG, Brazil",-20.3599141
MG,martins soares,"martins soares MG, Brazil",-20.2583778
MG,durande,"durande MG, Brazil",-20.203611
MG,alto jequitiba,"alto jequitiba MG, Brazil",-20.423611
MG,alto caparao,"alto caparao MG, Brazil",-20.4405661
MG,lajinha,"lajinha MG, Brazil",-20.1520595
MG,chale,"chale MG, Brazil",-20.0419748
MG,sao jose do mantimento,"sao jose do mantimento MG, Brazil",-20.003958
MG,varginha,"varginha MG, Brazil",-21.5565914
MG,eloi mendes,"eloi mendes MG, Brazil",-21.6094466
MG,monte belo,"monte belo MG, Brazil",-21.3225052
MG,paraguacu,"paraguacu MG, Brazil",-21.547222
MG,alfenas,"alfenas MG, Brazil",-21.4297405
MG,divisa nova,"divisa nova MG, Brazil",-21.5126801
MG,fama,"fama MG, Brazil",-21.4090398
MG,areado,"areado MG, Brazil",-21.3582771
MG,serrania,"serrania MG, Brazil",-21.547906
MG,alterosa,"alterosa MG, Brazil",-21.249166
MG,divino espirito santo,"divino espirito santo MG, Brazil",-21.1899641
MG,conceicao da aparecida,"conceicao da aparecida MG, Brazil",-21.094166
MG,carmo do rio claro,"carmo do rio claro MG, Brazil",-20.973315
MG,campos gerais,"campos gerais MG, Brazil",-21.2333342
MG,corrego do ouro,"corrego do ouro MG, Brazil",-21.3787385
MG,campo do meio,"campo do meio MG, Brazil",-21.1072006
MG,boa esperanca,"boa esperanca MG, Brazil",-21.0901253
MG,ilicinea,"ilicinea MG, Brazil",-20.9390196
MG,guape,"guape MG, Brazil",-20.7619447
MG,tres pontas,"tres pontas MG, Brazil",-21.3686224
MG,santana da vargem,"santana da vargem MG, Brazil",-21.2491719
MG,lavras,"lavras MG, Brazil",-21.2425512
MG,ijaci,"ijaci MG, Brazil",-21.1700929
MG,itumirim,"itumirim MG, Brazil",-21.3179406
MG,macuco de minas,"macuco de minas MG, Brazil",-21.259705
MG,ingai,"ingai MG, Brazil",-21.400833
MG,bom sucesso,"bom sucesso MG, Brazil",-21.0323516
MG,ibituruna,"ibituruna MG, Brazil",-21.1515725
MG,carmo da cachoeira,"carmo da cachoeira MG, Brazil",-21.460556
MG,coqueiral,"coqueiral MG, Brazil",-21.1898365
MG,luminarias,"luminarias MG, Brazil",-21.5112256
MG,carrancas,"carrancas MG, Brazil",-21.4910462
MG,nepomuceno,"nepomuceno MG, Brazil",-21.232744
MG,perdoes,"perdoes MG, Brazil",-21.0919737
MG,santo antonio do amparo,"santo antonio do amparo MG, Brazil",-20.9413389
MG,ribeirao vermelho,"ribeirao vermelho MG, Brazil",-21.1881942
MG,cana verde,"cana verde MG, Brazil",-21.021308
MG,campo belo,"campo belo MG, Brazil",-20.8975
MG,aguanil,"aguanil MG, Brazil",-20.9424533
MG,cristais,"cristais MG, Brazil",-20.875834
MG,santana do jacare,"santana do jacare MG, Brazil",-20.9023708
MG,candeias,"candeias MG, Brazil",-20.7676161
MG,andrelandia,"andrelandia MG, Brazil",-21.739722
MG,madre de deus de minas,"madre de deus de minas MG, Brazil",-21.482223
MG,bom jardim de minas,"bom jardim de minas MG, Brazil",-21.9476466
MG,tabuao,"tabuao MG, Brazil",-21.966319
MG,passa vinte,"passa vinte MG, Brazil",-22.209722
MG,bocaina de minas,"bocaina de minas MG, Brazil",-22.167778
MG,liberdade,"liberdade MG, Brazil",-22.0253009
MG,arantina,"arantina MG, Brazil",-21.911667
MG,sao vicente de minas,"sao vicente de minas MG, Brazil",-21.703333
MG,campanha,"campanha MG, Brazil",-21.8361108
MG,monsenhor paulo,"monsenhor paulo MG, Brazil",-21.757778
MG,sao bento abade,"sao bento abade MG, Brazil",-21.5816076
MG,sao thome das letras,"sao thome das letras MG, Brazil",-21.7218272
MG,tres coracoes,"tres coracoes MG, Brazil",-21.695625
MG,cambuquira,"cambuquira MG, Brazil",-21.853056
MG,conceicao do rio verde,"conceicao do rio verde MG, Brazil",-21.881078
MG,caxambu,"caxambu MG, Brazil",-21.9755872
MG,baependi,"baependi MG, Brazil",-21.9575733
MG,cruzilia,"cruzilia MG, Brazil",-21.838333
MG,minduri,"minduri MG, Brazil",-21.6817218
MG,aiuruoca,"aiuruoca MG, Brazil",-21.9759554
MG,serranos,"serranos MG, Brazil",-21.890277
MG,seritinga,"seritinga MG, Brazil",-21.9096949
MG,carvalhos,"carvalhos MG, Brazil",-22.001667
MG,alagoa,"alagoa MG, Brazil",-22.1697202
MG,passa quatro,"passa quatro MG, Brazil",-22.3893803
MG,itanhandu,"itanhandu MG, Brazil",-22.2957913
MG,virginia,"virginia MG, Brazil",-22.333333
MG,itamonte,"itamonte MG, Brazil",-22.2830726
MG,sao sebastiao do rio verde,"sao sebastiao do rio verde MG, Brazil",-22.2174751
MG,pouso alto,"pouso alto MG, Brazil",-22.193889
MG,santana do capivari,"santana do capivari MG, Brazil",-22.242978
MG,sao lourenco,"sao lourenco MG, Brazil",-22.116389
MG,carmo de minas,"carmo de minas MG, Brazil",-22.1216655
MG,dom vicoso,"dom vicoso MG, Brazil",-22.2534164
MG,cristina,"cristina MG, Brazil",-22.212222
MG,soledade de minas,"soledade de minas MG, Brazil",-22.0603078
MG,lambari,"lambari MG, Brazil",-21.9754009
MG,heliodora,"heliodora MG, Brazil",-22.0675
MG,jesuania,"jesuania MG, Brazil",-21.997777
MG,olimpio noronha,"olimpio noronha MG, Brazil",-22.067778
MG,sao goncalo do sapucai,"sao goncalo do sapucai MG, Brazil",-21.8905238
MG,turvolandia,"turvolandia MG, Brazil",-21.875556
MG,cordislandia,"cordislandia MG, Brazil",-21.792843
MG,itajuba,"itajuba MG, Brazil",-22.4238234
MG,piranguinho,"piranguinho MG, Brazil",-22.4029372
MG,sao jose do alegre,"sao jose do alegre MG, Brazil",-22.330449
MG,pirangucu,"pirangucu MG, Brazil",-22.5280226
MG,wenceslau braz,"wenceslau braz MG, Brazil",-22.5342367
MG,delfim moreira,"delfim moreira MG, Brazil",-22.5086783
MG,marmelopolis,"marmelopolis MG, Brazil",-22.448889
MG,maria da fe,"maria da fe MG, Brazil",-22.3081652
MG,pedralva,"pedralva MG, Brazil",-22.2428119
MG,natercia,"natercia MG, Brazil",-22.12
MG,conceicao das pedras,"conceicao das pedras MG, Brazil",-22.1596572
MG,brasopolis,"brasopolis MG, Brazil",-22.4742842
MG,luminosa,"luminosa MG, Brazil",-22.5925935
MG,santa rita do sapucai,"santa rita do sapucai MG, Brazil",-22.2486968
MG,estiva,"estiva MG, Brazil",-22.4638686
MG,cachoeira de minas,"cachoeira de minas MG, Brazil",-22.3554043
MG,itaim,"itaim MG, Brazil",-22.3931259
MG,conceicao dos ouros,"conceicao dos ouros MG, Brazil",-22.413056
MG,pouso alegre,"pouso alegre MG, Brazil",-22.2343858
MG,careacu,"careacu MG, Brazil",-22.0434124
MG,congonhal,"congonhal MG, Brazil",-22.1532505
MG,ipuiuna,"ipuiuna MG, Brazil",-22.0993203
MG,tocos do moji,"tocos do moji MG, Brazil",-22.3706152
MG,borda da mata,"borda da mata MG, Brazil",-22.274167
MG,espirito santo do dourado,"espirito santo do dourado MG, Brazil",-22.046666
MG,sao sebastiao da bela vista,"sao sebastiao da bela vista MG, Brazil",-22.159167
MG,sao joao da mata,"sao joao da mata MG, Brazil",-21.9311736
MG,ouro fino,"ouro fino MG, Brazil",-22.283056
MG,crisolia,"crisolia MG, Brazil",-22.2396154
MG,inconfidentes,"inconfidentes MG, Brazil",-22.3168866
MG,bueno brandao,"bueno brandao MG, Brazil",-22.441976
MG,monte siao,"monte siao MG, Brazil",-22.432778
MG,senador jose bento,"senador jose bento MG, Brazil",-22.1641985
MG,silvianopolis,"silvianopolis MG, Brazil",-22.029723
MG,jacutinga,"jacutinga MG, Brazil",-22.285833
MG,albertina,"albertina MG, Brazil",-20.66164
MG,cambui,"cambui MG, Brazil",-22.6122501
MG,corrego do bom jesus,"corrego do bom jesus MG, Brazil",-22.630556
MG,bom repouso,"bom repouso MG, Brazil",-22.4657069
MG,senador amaral,"senador amaral MG, Brazil",-22.5654695
MG,munhoz,"munhoz MG, Brazil",-22.613056
MG,toledo,"toledo MG, Brazil",-22.7433969
MG,extrema,"extrema MG, Brazil",-22.8549109
MG,camanducaia,"camanducaia MG, Brazil",-22.755278
MG,sao mateus de minas,"sao mateus de minas MG, Brazil",-22.714501
MG,itapeva,"itapeva MG, Brazil",-22.7071665
MG,paraisopolis,"paraisopolis MG, Brazil",-22.5541683
MG,consolacao,"consolacao MG, Brazil",-22.551389
MG,goncalves,"goncalves MG, Brazil",-22.658883
MG,sapucai-mirim,"sapucai-mirim MG, Brazil",-22.7480012
MG,pocos de caldas,"pocos de caldas MG, Brazil",-21.7900318
MG,botelhos,"botelhos MG, Brazil",-21.65
MG,palmeiral,"palmeiral MG, Brazil",-21.63599345
MG,campestre,"campestre MG, Brazil",-19.6142116
MG,bandeira do sul,"bandeira do sul MG, Brazil",-21.728056
MG,machado,"machado MG, Brazil",-21.6762861
MG,poco fundo,"poco fundo MG, Brazil",-21.780834
MG,carvalhopolis,"carvalhopolis MG, Brazil",-21.7773461
MG,santa rita de caldas,"santa rita de caldas MG, Brazil",-22.028889
MG,caldas,"caldas MG, Brazil",-21.923611
MG,santana de caldas,"santana de caldas MG, Brazil",-21.81764665
MG,ibitiura de minas,"ibitiura de minas MG, Brazil",-22.060833
MG,andradas,"andradas MG, Brazil",-22.0680484
MG,guaxupe,"guaxupe MG, Brazil",-21.3087615
MG,juruaia,"juruaia MG, Brazil",-21.252778
MG,guaranesia,"guaranesia MG, Brazil",-21.3024827
MG,santa cruz do prata,"santa cruz do prata MG, Brazil",-21.197000000000003
MG,arceburgo,"arceburgo MG, Brazil",-21.364444
MG,sao pedro da uniao,"sao pedro da uniao MG, Brazil",-21.1316402
MG,nova resende,"nova resende MG, Brazil",-21.1263862
MG,petunia,"petunia MG, Brazil",-21.01753985
MG,cabo verde,"cabo verde MG, Brazil",-21.4743338
MG,muzambinho,"muzambinho MG, Brazil",-21.3684325
MG,passos,"passos MG, Brazil",-20.7167803
MG,fortaleza de minas,"fortaleza de minas MG, Brazil",-20.849166
MG,delfinopolis,"delfinopolis MG, Brazil",-20.344749
MG,sao joao batista do gloria,"sao joao batista do gloria MG, Brazil",-20.6413912
MG,vargem bonita,"vargem bonita MG, Brazil",-20.3282116
MG,piumhi,"piumhi MG, Brazil",-20.4675258
MG,doresopolis,"doresopolis MG, Brazil",-20.287222
MG,são josé do barreiro,"são josé do barreiro MG, Brazil",-20.32803665
MG,sao roque de minas,"sao roque de minas MG, Brazil",-20.245277
MG,capitolio,"capitolio MG, Brazil",-20.6142437
MG,alpinopolis,"alpinopolis MG, Brazil",-20.863611
MG,sao jose da barra,"sao jose da barra MG, Brazil",-20.7180697
MG,bom jesus da penha,"bom jesus da penha MG, Brazil",-21.0178774
MG,sao sebastiao do paraiso,"sao sebastiao do paraiso MG, Brazil",-20.9124331
MG,guardinha,"guardinha MG, Brazil",-20.910084
MG,itamogi,"itamogi MG, Brazil",-21.0793213
MG,monte santo de minas,"monte santo de minas MG, Brazil",-21.189722
MG,sao tomas de aquino,"sao tomas de aquino MG, Brazil",-20.7844139
MG,jacui,"jacui MG, Brazil",-21.0169567
MG,pratapolis,"pratapolis MG, Brazil",-20.744722
MG,itau de minas,"itau de minas MG, Brazil",-20.739722
MG,cassia,"cassia MG, Brazil",-20.5796525
MG,ibiraci,"ibiraci MG, Brazil",-20.461944
MG,capetinga,"capetinga MG, Brazil",-20.6193382
MG,claraval,"claraval MG, Brazil",-20.4019611
MG,uberaba,"uberaba MG, Brazil",-19.750833
MG,ponte alta,"ponte alta MG, Brazil",-19.711972600000003
MG,delta,"delta MG, Brazil",-19.9769
MG,agua comprida,"agua comprida MG, Brazil",-20.0574733
MG,conceicao das alagoas,"conceicao das alagoas MG, Brazil",-19.9194009
MG,campo florido,"campo florido MG, Brazil",-19.760833
MG,prata,"prata MG, Brazil",-19.307222
MG,verissimo,"verissimo MG, Brazil",-19.6680818
MG,nova ponte,"nova ponte MG, Brazil",-19.1692213
MG,perdizes,"perdizes MG, Brazil",-19.3503361
MG,santa juliana,"santa juliana MG, Brazil",-19.308611
MG,pedrinopolis,"pedrinopolis MG, Brazil",-19.2275
MG,araxa,"araxa MG, Brazil",-19.5928536
MG,tapira,"tapira MG, Brazil",-19.9225
MG,sacramento,"sacramento MG, Brazil",-19.8652854
MG,conquista,"conquista MG, Brazil",-19.936944
MG,guaxima,"guaxima MG, Brazil",-19.7863625
MG,frutal,"frutal MG, Brazil",-20.0220064
MG,aparecida de minas,"aparecida de minas MG, Brazil",-20.090657200000003
MG,pirajuba,"pirajuba MG, Brazil",-19.9090891
MG,planura,"planura MG, Brazil",-20.1368583
MG,fronteira,"fronteira MG, Brazil",-20.286111
MG,itapagipe,"itapagipe MG, Brazil",-19.9033884
MG,comendador gomes,"comendador gomes MG, Brazil",-19.695155
MG,sao francisco de sales,"sao francisco de sales MG, Brazil",-19.863056
MG,campina verde,"campina verde MG, Brazil",-19.535277
MG,honorópolis,"honorópolis MG, Brazil",-19.57488615
MG,iturama,"iturama MG, Brazil",-19.7272733
MG,alexandrita,"alexandrita MG, Brazil",-19.69131095
MG,uniao de minas,"uniao de minas MG, Brazil",-19.5296289
MG,carneirinho,"carneirinho MG, Brazil",-19.6975
MG,sao sebastiao do pontal,"sao sebastiao do pontal MG, Brazil",-19.79281045
MG,estrela da barra,"estrela da barra MG, Brazil",-19.85879835
MG,limeira d oeste,"limeira d oeste MG, Brazil",-19.52102
MG,ituiutaba,"ituiutaba MG, Brazil",-18.9691887
MG,gurinhata,"gurinhata MG, Brazil",-19.2114486
MG,santa vitoria,"santa vitoria MG, Brazil",-18.8465718
MG,chaveslandia,"chaveslandia MG, Brazil",-19.077839
MG,perdilandia,"perdilandia MG, Brazil",-18.7975267
MG,ipiacu,"ipiacu MG, Brazil",-18.6934499
MG,capinopolis,"capinopolis MG, Brazil",-18.682778
MG,cachoeira dourada,"cachoeira dourada MG, Brazil",-18.4934052
MG,canapolis,"canapolis MG, Brazil",-18.7228793
MG,centralina,"centralina MG, Brazil",-18.5843349
MG,uberlandia,"uberlandia MG, Brazil",-18.9188041
MG,monte alegre de minas,"monte alegre de minas MG, Brazil",-18.870278
MG,tupaciguara,"tupaciguara MG, Brazil",-18.5932122
MG,arapora,"arapora MG, Brazil",-18.4318188
MG,martinesia,"martinesia MG, Brazil",-18.71597535
MG,araguari,"araguari MG, Brazil",-18.6511256
MG,amanhece,"amanhece MG, Brazil",-18.45888085
MG,cascalho rico,"cascalho rico MG, Brazil",-18.579344
MG,grupiara,"grupiara MG, Brazil",-18.492777
MG,indianopolis,"indianopolis MG, Brazil",-19.0391972
MG,monte carmelo,"monte carmelo MG, Brazil",-18.7260939
MG,irai de minas,"irai de minas MG, Brazil",-18.9865339
MG,romaria,"romaria MG, Brazil",-18.8823522
MG,estrela do sul,"estrela do sul MG, Brazil",-18.7420499
MG,douradoquara,"douradoquara MG, Brazil",-18.431062
MG,abadia dos dourados,"abadia dos dourados MG, Brazil",-18.4911191
MG,coromandel,"coromandel MG, Brazil",-18.473889
MG,guarda-mor,"guarda-mor MG, Brazil",-17.7698233
MG,paracatu,"paracatu MG, Brazil",-17.2174056
MG,unai,"unai MG, Brazil",-16.3628767
MG,cabeceira grande,"cabeceira grande MG, Brazil",-16.0297
MG,palmital de minas,"palmital de minas MG, Brazil",-16.09932615
MG,uruana de minas,"uruana de minas MG, Brazil",-16.0628
MG,riachinho,"riachinho MG, Brazil",-16.2212448
MG,urucuia,"urucuia MG, Brazil",-16.1266994
MG,bonfinopolis de minas,"bonfinopolis de minas MG, Brazil",-16.5660011
MG,dom bosco,"dom bosco MG, Brazil",-16.6516044
MG,natalandia,"natalandia MG, Brazil",-16.5042
MG,buritis,"buritis MG, Brazil",-15.621389
MG,serra bonita,"serra bonita MG, Brazil",-15.31247715
MG,arinos,"arinos MG, Brazil",-15.917223
MG,chapada gaucha,"chapada gaucha MG, Brazil",-15.2946253
MG,formoso,"formoso MG, Brazil",-14.9513078
MG,patos de minas,"patos de minas MG, Brazil",-18.6041453
MG,major porto,"major porto MG, Brazil",-18.7032195
MG,santana de patos,"santana de patos MG, Brazil",-18.8581496
MG,pilar,"pilar MG, Brazil",-18.4055
MG,lagoa formosa,"lagoa formosa MG, Brazil",-18.7741896
MG,guimarania,"guimarania MG, Brazil",-18.8442251
MG,cruzeiro da fortaleza,"cruzeiro da fortaleza MG, Brazil",-18.9461873
MG,brejo bonito,"brejo bonito MG, Brazil",-18.969
MG,patrocinio,"patrocinio MG, Brazil",-18.9408294
MG,presidente olegario,"presidente olegario MG, Brazil",-18.415
MG,lagoa grande,"lagoa grande MG, Brazil",-17.836111
MG,serra do salitre,"serra do salitre MG, Brazil",-19.1101839
MG,joao pinheiro,"joao pinheiro MG, Brazil",-17.742777
MG,olhos d'agua do oeste,"olhos d'agua do oeste MG, Brazil",-17.559455900000003
MG,canabrava,"canabrava MG, Brazil",-17.3109677
